index,id,unit_type,street,suburb,region,country,postcode,lat,lon,doe,tel,prefix,suffix,email,name,status,open_hours,food1_pasta,food2_bread,food3_milk,food4_pie,food5_vet,capacity,rating
2426,2427,UNIT 3,BENELONG CRESCENT,BELLEVUE HILL,NSW,AU,2023,-33.886,151.263,2023-01,852466175,BENELONG CRESCENT2427,@why.com,BENELONG CRESCENT2427@why.com,BENELONG CRESCENT2427,TRUE,MON to FRI 11-14 16-19,52,54,30,49,90,25,4.6
2427,2428,UNIT 2,ASQUITH STREET,SILVERWATER,NSW,AU,2128,-33.836,151.035,2018-02,963172867,ASQUITH2428,@why.com,ASQUITH2428@why.com,ASQUITH2428,TRUE,24/7 NOT Available During PUBLIC VACATION,52,63,24,49,93,25,4.5
2428,2429,UNIT 3,SEVENTH AVENUE,MAYLANDS,WA,AU,6051,-31.927,115.888,2013-02,915708419,SEVENTH2429,@whw.com,SEVENTH2429@whw.com,SEVENTH2429,TRUE,24H EXCEPT WED,49,80,25,59,90,5,4.7
2429,2430,UNIT 3,MOSELEY STREET,GLENELG SOUTH,SA,AU,5045,-34.987,138.513,2018-06,734050820,MOSELEY2430,@cs.com,MOSELEY2430@cs.com,MOSELEY2430,TRUE,24/7 NOT Available During PUBLIC VACATION,43,70,23,46,89,10,4.1
2430,2431,UNIT 2,MURRAY STREET,PYRMONT,NSW,AU,2009,-33.871,151.197,2021-12,920885764,MURRAY2431,@hrs.com,MURRAY2431@hrs.com,MURRAY2431,TRUE,MON to THU 8-17 FRI to SUN,52,68,22,51,88,5,4.6
2431,2432,UNIT 1,BASS HIGHWAY,COOEE,TAS,AU,7320,-41.041,145.869,2020-08,550115852,BASS2432,@zoohoo.com,BASS2432@zoohoo.com,BASS2432,TRUE,MON to FRI 11-14 16-19,50,57,24,53,105,15,4.1
2432,2433,UNIT 2,SIR EWEN WATERMAN AVENUE,NORTH HAVEN,SA,AU,5018,-34.791,138.496,2019-08,427858447,SIR EWEN WATERMAN2433,@aos.com,SIR EWEN WATERMAN2433@aos.com,SIR EWEN WATERMAN2433,TRUE,24Hours 7Days,49,53,23,48,103,5,4.2
2433,2434,UNIT 42,LAWRENCE STREET,ALEXANDRIA,NSW,AU,2015,-33.906,151.192,2014-08,129227279,LAWRENCE2434,@why.com,LAWRENCE2434@why.com,LAWRENCE2434,TRUE,24Hours 7Days,48,97,22,52,90,20,4.6
2434,2435,UNIT 21,MELALEUCA DRIVE,CHELTENHAM,VIC,AU,3192,-37.958,145.038,2018-11,635779602,MELALEUCA2435,@zane.com,MELALEUCA2435@zane.com,MELALEUCA2435,TRUE,MON to FRI 8-17,44,78,21,50,98,5,4.3
2435,2436,UNIT 2,BIGGS STREET,ST ALBANS,VIC,AU,3021,-37.738,144.81,2023-04,551180820,BIGGS2436,@zoohoo.com,BIGGS2436@zoohoo.com,BIGGS2436,TRUE,24Hours 7Days,42,88,23,60,113,5,4.7
2436,2437,UNIT 1,NEPEAN HIGHWAY,SEAFORD,VIC,AU,3198,-38.085,145.125,2022-05,205781525,NEPEAN2437,@yahaa.com,NEPEAN2437@yahaa.com,NEPEAN2437,TRUE,24H EXCEPT WED,40,89,21,50,84,15,4.2
2437,2438,UNIT 3,BIRCH STREET,MANUNDA,QLD,AU,4870,-16.927,145.743,2016-07,123615766,BIRCH2438,@cs.com,BIRCH2438@cs.com,BIRCH2438,TRUE,MON to THU 8-17 FRI to SUN,60,68,24,44,107,5,3.9
2438,2439,UNIT 1,MOONEY CLOSE,GOODNA,QLD,AU,4300,-27.601,152.892,2022-09,575134231,MOONEY2439,@coldmail.com,MOONEY2439@coldmail.com,MOONEY2439,TRUE,24H EXCEPT WED,54,69,21,58,90,20,3.9
2439,2440,CARSPACE 85,GRATTAN STREET,CARLTON,VIC,AU,3053,-37.801,144.966,2012-02,724638230,GRATTAN2440,@xmail.com,GRATTAN2440@xmail.com,GRATTAN2440,TRUE,MON to THU 8-17 FRI to SUN,54,94,25,59,93,25,4.8
2440,2441,UNIT 20,BELL STREET,HEIDELBERG HEIGHTS,VIC,AU,3081,-37.755,145.056,2020-01,249821722,BELL2441,@pny.com,BELL2441@pny.com,BELL2441,TRUE,MON to THU 8-17 FRI to SUN,53,54,30,41,112,10,4.8
2441,2442,UNIT 4,GEORGE HUDSON PLACE,LONGFORD,TAS,AU,7301,-41.604,147.124,2018-05,561543708,GEORGE HUDSON2442,@xmail.com,GEORGE HUDSON2442@xmail.com,GEORGE HUDSON2442,TRUE,MON to THU 8-17 FRI to SUN,57,89,26,58,116,30,4.5
2442,2443,UNIT 1,ABBOTFORD STREET,KENSINGTON,NSW,AU,2033,-33.905,151.225,2016-02,978524711,ABBOTFORD2443,@loveu.com,ABBOTFORD2443@loveu.com,ABBOTFORD2443,TRUE,24Hours 7Days,45,93,25,57,106,5,4.8
2443,2444,UNIT 1,TAREE STREET,TUNCURRY,NSW,AU,2428,-32.178,152.491,2021-06,604445224,TAREE2444,@aos.com,TAREE2444@aos.com,TAREE2444,TRUE,24H EXCEPT WED,49,70,25,56,111,25,4.3
2444,2445,UNIT 37,OWENS AVENUE,NEWINGTON,NSW,AU,2127,-33.845,151.053,2011-06,302660139,OWENS2445,@coldmail.com,OWENS2445@coldmail.com,OWENS2445,TRUE,MON to FRI 11-14 16-19,42,54,22,47,110,5,3.9
2445,2446,UNIT 3,PICNIC PARADE,ETTALONG BEACH,NSW,AU,2257,-33.512,151.338,2021-12,288283180,PICNIC2446,@aos.com,PICNIC2446@aos.com,PICNIC2446,TRUE,MON to FRI 11-14 16-19,45,81,25,56,114,30,3.9
2446,2447,UNIT 4,ROSEBERY PLACE,BALMAIN,NSW,AU,2041,-33.861,151.181,2022-01,825178674,ROSEBERY2447,@why.com,ROSEBERY2447@why.com,ROSEBERY2447,TRUE,MON to FRI 11-14 16-19,59,61,21,44,88,15,4.6
2447,2448,UNIT 2,BEECHWOOD STREET,OURIMBAH,NSW,AU,2258,-33.371,151.379,2022-03,996014642,BEECHWOOD2448,@hrs.com,BEECHWOOD2448@hrs.com,BEECHWOOD2448,TRUE,24H EXCEPT WED,51,84,21,54,91,20,4.7
2448,2449,UNIT 2,DEARNESS STREET,GARBUTT,QLD,AU,4814,-19.26,146.777,2021-08,734394932,DEARNESS2449,@hrs.com,DEARNESS2449@hrs.com,DEARNESS2449,TRUE,24H EXCEPT WED,54,80,26,50,118,10,3.9
2449,2450,UNIT 3,HAMPSTEAD ROAD,NORTHFIELD,SA,AU,5085,-34.852,138.618,2010-04,439777847,HAMPSTEAD2450,@pny.com,HAMPSTEAD2450@pny.com,HAMPSTEAD2450,TRUE,MON to THU 8-17 FRI to SUN,43,98,28,59,99,10,4.8
2450,2451,UNIT 1,SPRING ROAD,HAMPTON EAST,VIC,AU,3188,-37.94,145.033,2013-09,328194616,SPRING2451,@xmail.com,SPRING2451@xmail.com,SPRING2451,TRUE,24H EXCEPT WED,50,86,23,48,85,15,4.2
2451,2452,UNIT 2,OAK ROAD,KIRRAWEE,NSW,AU,2232,-34.035,151.071,2013-06,953973307,OAK2452,@zane.com,OAK2452@zane.com,OAK2452,TRUE,24/7 NOT Available During PUBLIC VACATION,41,79,27,59,90,20,4.1
2452,2453,UNIT 2,MASSIE STREET,BRIGHTON,QLD,AU,4017,-27.307,153.059,2020-05,438860347,MASSIE2453,@pny.com,MASSIE2453@pny.com,MASSIE2453,TRUE,MON to FRI 8-17,52,55,23,50,112,15,4.6
2453,2454,UNIT 3,GLEBE ROAD,ADAMSTOWN,NSW,AU,2289,-32.934,151.724,2021-05,313358916,GLEBE2454,@hrs.com,GLEBE2454@hrs.com,GLEBE2454,TRUE,24H EXCEPT WED,50,52,26,49,97,15,3.8
2454,2455,SHOP 1,ERINDALE ROAD,STIRLING,WA,AU,6021,-31.868,115.805,2012-10,710679109,ERINDALE2455,@hrs.com,ERINDALE2455@hrs.com,ERINDALE2455,TRUE,MON to FRI 8-17,42,68,26,48,116,25,3.8
2455,2456,UNIT 1,OLD PROSPECT ROAD,GREYSTANES,NSW,AU,2145,-33.819,150.94,2021-03,101530181,OLD PROSPECT2456,@yahaa.com,OLD PROSPECT2456@yahaa.com,OLD PROSPECT2456,TRUE,MON to FRI 11-14 16-19,49,68,24,46,88,30,4.7
2456,2457,UNIT 1,SUE PLACE,MOUNT COLAH,NSW,AU,2079,-33.658,151.127,2020-07,892090954,SUE2457,@aos.com,SUE2457@aos.com,SUE2457,TRUE,24/7 NOT Available During PUBLIC VACATION,41,98,24,55,106,5,4.1
2457,2458,UNIT 7,DWYER STREET,NUNDAH,QLD,AU,4012,-27.403,153.063,2020-11,766196299,DWYER2458,@xmail.com,DWYER2458@xmail.com,DWYER2458,TRUE,24Hours 7Days,54,95,25,43,83,25,4.5
2458,2459,UNIT 4,ROTHESAY AVENUE,ELWOOD,VIC,AU,3184,-37.88,144.99,2010-11,443243092,ROTHESAY2459,@whw.com,ROTHESAY2459@whw.com,ROTHESAY2459,TRUE,MON to FRI 8-17,43,79,28,44,84,25,4.5
2459,2460,UNIT 6,CAMBRIDGE ROAD,DRUMMOYNE,NSW,AU,2047,-33.844,151.151,2018-02,485685847,CAMBRIDGE2460,@zane.com,CAMBRIDGE2460@zane.com,CAMBRIDGE2460,TRUE,MON to FRI 11-14 16-19,42,67,21,42,117,25,4.1
2460,2461,UNIT 1,KENILWORTH PARADE,IVANHOE,VIC,AU,3079,-37.769,145.036,2016-04,180894296,KENILWORTH2461,@zane.com,KENILWORTH2461@zane.com,KENILWORTH2461,TRUE,24/7 NOT Available During PUBLIC VACATION,47,94,24,45,108,30,3.9
2461,2462,SUITE 1,MILITARY ROAD,MOSMAN,NSW,AU,2088,-33.829,151.244,2017-11,766204505,MILITARY2462,@aos.com,MILITARY2462@aos.com,MILITARY2462,TRUE,MON to FRI 8-17,48,60,20,56,119,25,4.8
2462,2463,UNIT 5,OXLADE DRIVE,NEW FARM,QLD,AU,4005,-27.474,153.046,2018-05,258964058,OXLADE2463,@nath.com,OXLADE2463@nath.com,OXLADE2463,TRUE,MON to FRI 8-17,60,76,29,52,93,10,3.9
2463,2464,UNIT 2,PULLYN STREET,CLAYTON,VIC,AU,3168,-37.928,145.123,2020-08,409737817,PULLYN2464,@ln.com,PULLYN2464@ln.com,PULLYN2464,TRUE,24Hours 7Days,48,71,27,41,113,20,4.2
2464,2465,UNIT 6,ORMSBY GROVE,TOORAK,VIC,AU,3142,-37.843,145.009,2010-04,798136924,ORMSBY GROVE2465,@nath.com,ORMSBY GROVE2465@nath.com,ORMSBY GROVE2465,TRUE,24Hours 7Days,52,78,24,52,103,15,4.5
2465,2466,TENANCY 1,MAGILL ROAD,STEPNEY,SA,AU,5069,-34.915,138.624,2017-07,461249115,MAGILL2466,@nath.com,MAGILL2466@nath.com,MAGILL2466,TRUE,MON to FRI 8-17,43,67,30,41,106,30,3.8
2466,2467,UNIT 2,KINANE STREET,BRIGHTON,VIC,AU,3186,-37.922,144.991,2018-07,650738271,KINANE2467,@nath.com,KINANE2467@nath.com,KINANE2467,TRUE,MON to FRI 8-17,55,50,26,44,91,5,4.8
2467,2468,UNIT 2,ENGLISH STREET,MANUNDA,QLD,AU,4870,-16.928,145.746,2019-01,521755233,ENGLISH2468,@aos.com,ENGLISH2468@aos.com,ENGLISH2468,TRUE,MON to FRI 8-17,52,63,21,52,116,30,4.8
2468,2469,OFFICE 1,NORTH EAST ROAD,RIDGEHAVEN,SA,AU,5097,-34.821,138.717,2017-04,693443173,NORTH EAST2469,@cs.com,NORTH EAST2469@cs.com,NORTH EAST2469,TRUE,MON to FRI 8-17,46,74,20,42,104,20,3.8
2469,2470,UNIT 2,CASTLEREAGH STREET,PENRITH,NSW,AU,2750,-33.76,150.695,2011-09,705157734,CASTLEREAGH2470,@loveu.com,CASTLEREAGH2470@loveu.com,CASTLEREAGH2470,TRUE,MON to FRI 8-17,42,58,28,55,92,20,4.6
2470,2471,UNIT 16,BLACKWOOD ROAD,LOGAN CENTRAL,QLD,AU,4114,-27.637,153.107,2021-07,712718950,BLACKWOOD2471,@aos.com,BLACKWOOD2471@aos.com,BLACKWOOD2471,TRUE,24H EXCEPT WED,51,87,30,45,87,25,3.8
2471,2472,SHOP 1,LAWRIE STREET,GRACEMERE,QLD,AU,4702,-23.437,150.456,2020-05,398277224,LAWRIE2472,@cs.com,LAWRIE2472@cs.com,LAWRIE2472,TRUE,MON to THU 8-17 FRI to SUN,44,82,21,56,113,15,4.7
2472,2473,UNIT 2,ROCKBEARE GROVE,IVANHOE,VIC,AU,3079,-37.773,145.037,2010-12,979237481,ROCKBEARE GROVE2473,@loveu.com,ROCKBEARE GROVE2473@loveu.com,ROCKBEARE GROVE2473,TRUE,MON to FRI 11-14 16-19,58,79,26,46,84,25,4.3
2473,2474,UNIT 3,LING PLACE,AMAROO,ACT,AU,2914,-35.171,149.12,2015-12,971946601,LING2474,@hrs.com,LING2474@hrs.com,LING2474,TRUE,24/7 NOT Available During PUBLIC VACATION,46,76,22,55,110,20,4.1
2474,2475,UNIT 2,THORNHILL ROAD,HIGHTON,VIC,AU,3216,-38.177,144.312,2010-09,464050791,THORNHILL2475,@zoohoo.com,THORNHILL2475@zoohoo.com,THORNHILL2475,TRUE,MON to THU 8-17 FRI to SUN,49,86,24,48,84,20,4.5
2475,2476,UNIT 37,PACIFIC STREET,MAIN BEACH,QLD,AU,4217,-27.979,153.428,2016-07,649951853,PACIFIC2476,@nath.com,PACIFIC2476@nath.com,PACIFIC2476,TRUE,MON to THU 8-17 FRI to SUN,53,80,28,51,103,30,4.3
2476,2477,UNIT 1,CLAREMONT STREET,CAMPSIE,NSW,AU,2194,-33.916,151.098,2022-11,954980973,CLAREMONT2477,@cs.com,CLAREMONT2477@cs.com,CLAREMONT2477,TRUE,MON to THU 8-17 FRI to SUN,41,70,30,55,84,20,4.1
2477,2478,UNIT 3,HARBOUR VIEW TERRACE,VICTOR HARBOR,SA,AU,5211,-35.565,138.61,2013-10,535657071,HARBOUR VIEW2478,@zoohoo.com,HARBOUR VIEW2478@zoohoo.com,HARBOUR VIEW2478,TRUE,24Hours 7Days,50,68,29,42,112,15,4
2478,2479,UNIT 2,BERNARDO STREET,ROSEMEADOW,NSW,AU,2560,-34.111,150.796,2011-01,279706224,BERNARDO2479,@xmail.com,BERNARDO2479@xmail.com,BERNARDO2479,TRUE,MON to THU 8-17 FRI to SUN,59,57,26,50,105,25,4.6
2479,2480,SHOP 1B,QUAY STREET,BUNDABERG CENTRAL,QLD,AU,4670,-24.864,152.35,2012-08,838302321,QUAY2480,@zoohoo.com,QUAY2480@zoohoo.com,QUAY2480,TRUE,24Hours 7Days,57,63,28,60,96,20,4
2480,2481,UNIT 12,DAVILAK AVENUE,HAMILTON HILL,WA,AU,6163,-32.081,115.767,2016-07,650246770,DAVILAK2481,@ln.com,DAVILAK2481@ln.com,DAVILAK2481,TRUE,24H EXCEPT WED,60,78,22,49,107,20,4.2
2481,2482,UNIT 1,TIMBARRA CLOSE,TAREE,NSW,AU,2430,-31.891,152.467,2015-11,948828787,TIMBARRA2482,@nath.com,TIMBARRA2482@nath.com,TIMBARRA2482,TRUE,MON to FRI 8-17,51,80,29,54,100,15,4.7
2482,2483,UNIT 22,LACHLAN STREET,WARWICK FARM,NSW,AU,2170,-33.916,150.931,2018-09,414857845,LACHLAN2483,@hrs.com,LACHLAN2483@hrs.com,LACHLAN2483,TRUE,24/7 NOT Available During PUBLIC VACATION,60,65,21,59,100,15,4.4
2483,2484,UNIT 5,CUMMING PARADE,POINT LOOKOUT,QLD,AU,4183,-27.431,153.527,2014-10,212499063,CUMMING2484,@hrs.com,CUMMING2484@hrs.com,CUMMING2484,TRUE,MON to FRI 11-14 16-19,57,100,23,40,105,30,3.9
2484,2485,UNIT 7,ORARA STREET,URUNGA,NSW,AU,2455,-30.497,153.019,2012-09,733969016,ORARA2485,@yahaa.com,ORARA2485@yahaa.com,ORARA2485,TRUE,24H EXCEPT WED,48,90,24,53,98,30,4.8
2485,2486,UNIT 1,GRAHAM STREET,VICTOR HARBOR,SA,AU,5211,-35.551,138.617,2012-12,938523258,GRAHAM2486,@zane.com,GRAHAM2486@zane.com,GRAHAM2486,TRUE,MON to THU 8-17 FRI to SUN,59,73,23,45,113,15,4.1
2486,2487,UNIT 1,QUANTUM LINK,WANGARA,WA,AU,6065,-31.797,115.841,2019-12,649632379,QUANTUM LINK2487,@cs.com,QUANTUM LINK2487@cs.com,QUANTUM LINK2487,TRUE,MON to FRI 11-14 16-19,47,61,26,55,89,25,3.9
2487,2488,UNIT 2,WALKER STREET,TOWNSVILLE CITY,QLD,AU,4810,-19.264,146.81,2017-03,768916094,WALKER2488,@hrs.com,WALKER2488@hrs.com,WALKER2488,TRUE,MON to FRI 8-17,52,91,30,47,112,25,4.5
2488,2489,UNIT 1,LINDSAY STREET,ASHGROVE,QLD,AU,4060,-27.439,152.995,2023-02,620083838,LINDSAY2489,@zane.com,LINDSAY2489@zane.com,LINDSAY2489,TRUE,24Hours 7Days,45,60,27,53,90,20,4.7
2489,2490,UNIT 7,GREENOAKS AVENUE,CHERRYBROOK,NSW,AU,2126,-33.735,151.046,2019-06,821090944,GREENOAKS2490,@coldmail.com,GREENOAKS2490@coldmail.com,GREENOAKS2490,TRUE,MON to FRI 11-14 16-19,58,83,22,40,103,15,4
2490,2491,UNIT 3,JULIET STREET,SOUTH MACKAY,QLD,AU,4740,-21.152,149.184,2011-03,578943615,JULIET2491,@cs.com,JULIET2491@cs.com,JULIET2491,TRUE,MON to FRI 8-17,57,67,30,42,106,10,4.6
2491,2492,UNIT 3,LANCASTER STREET,INGLEBURN,NSW,AU,2565,-33.992,150.866,2011-05,202635908,LANCASTER2492,@whw.com,LANCASTER2492@whw.com,LANCASTER2492,TRUE,24/7 NOT Available During PUBLIC VACATION,54,86,29,43,106,15,4
2492,2493,UNIT 2,OLDERSHAW ROAD,MELTON,VIC,AU,3337,-37.681,144.577,2016-01,247937670,OLDERSHAW2493,@loveu.com,OLDERSHAW2493@loveu.com,OLDERSHAW2493,TRUE,MON to FRI 11-14 16-19,50,58,26,53,106,10,4.3
2493,2494,UNIT 1,MARION ROAD,PLYMPTON,SA,AU,5038,-34.963,138.554,2021-06,796998279,MARION2494,@hrs.com,MARION2494@hrs.com,MARION2494,TRUE,MON to THU 8-17 FRI to SUN,45,98,20,60,82,10,4.6
2494,2495,UNIT 4,SWANSEA PLACE,WEST HOXTON,NSW,AU,2171,-33.925,150.848,2016-07,717347470,SWANSEA2495,@yahaa.com,SWANSEA2495@yahaa.com,SWANSEA2495,TRUE,24/7 NOT Available During PUBLIC VACATION,41,50,23,54,80,15,4.7
2495,2496,UNIT 8,BONDI ROAD,BONDI,NSW,AU,2026,-33.893,151.262,2011-09,612965013,BONDI2496,@hrs.com,BONDI2496@hrs.com,BONDI2496,TRUE,MON to THU 8-17 FRI to SUN,43,62,22,57,100,30,4.6
2496,2497,UNIT 2,BLACKBURN ROAD,MOUNT WAVERLEY,VIC,AU,3149,-37.867,145.149,2015-07,390896284,BLACKBURN2497,@nath.com,BLACKBURN2497@nath.com,BLACKBURN2497,TRUE,24H EXCEPT WED,42,89,29,51,102,20,4.6
2497,2498,UNIT 2,GALLIPOLI STREET,PORT KEMBLA,NSW,AU,2505,-34.487,150.914,2015-10,836852383,GALLIPOLI2498,@nath.com,GALLIPOLI2498@nath.com,GALLIPOLI2498,TRUE,24Hours 7Days,46,60,28,47,103,30,4.6
2498,2499,UNIT 8,THAMES STREET,BOX HILL NORTH,VIC,AU,3129,-37.813,145.123,2015-08,509024928,THAMES2499,@cs.com,THAMES2499@cs.com,THAMES2499,TRUE,MON to FRI 8-17,43,77,21,46,85,30,4.5
2499,2500,UNIT 1,JAPAN STREET,WARRNAMBOOL,VIC,AU,3280,-38.388,142.49,2013-05,186808992,JAPAN2500,@hrs.com,JAPAN2500@hrs.com,JAPAN2500,TRUE,24/7 NOT Available During PUBLIC VACATION,60,96,27,59,89,10,3.9
2500,2501,UNIT 1,STACEY STREET,WARWICK,QLD,AU,4370,-28.214,152.029,2019-01,720009894,STACEY2501,@pny.com,STACEY2501@pny.com,STACEY2501,TRUE,MON to FRI 11-14 16-19,44,79,29,51,97,10,4.3
2501,2502,UNIT 4,KINTORE AVENUE,MURRAY BRIDGE,SA,AU,5253,-35.134,139.278,2019-11,746306214,KINTORE2502,@coldmail.com,KINTORE2502@coldmail.com,KINTORE2502,TRUE,24/7 NOT Available During PUBLIC VACATION,48,68,27,56,86,30,3.9
2502,2503,APARTMENT 1,FALCO COURT,ZUCCOLI,NT,AU,832,-12.502,131.011,2019-06,350263982,FALCO2503,@pny.com,FALCO2503@pny.com,FALCO2503,TRUE,MON to FRI 8-17,52,95,29,58,119,25,4.2
2503,2504,UNIT 2,WALKERVILLE TERRACE,WALKERVILLE,SA,AU,5081,-34.893,138.619,2022-07,422386353,WALKERVILLE2504,@yahaa.com,WALKERVILLE2504@yahaa.com,WALKERVILLE2504,TRUE,MON to FRI 8-17,54,85,28,46,109,25,4.3
2504,2505,UNIT 1,ORIEL ROAD,IVANHOE,VIC,AU,3079,-37.759,145.037,2012-07,691780274,ORIEL2505,@xmail.com,ORIEL2505@xmail.com,ORIEL2505,TRUE,24/7 NOT Available During PUBLIC VACATION,44,96,29,55,97,5,4.5
2505,2506,UNIT 1,GOULBURN STREET,LIVERPOOL,NSW,AU,2170,-33.92,150.928,2017-12,251411125,GOULBURN2506,@hrs.com,GOULBURN2506@hrs.com,GOULBURN2506,TRUE,24Hours 7Days,60,85,23,50,85,5,4
2506,2507,UNIT 6,CHALMERS STREET,REDFERN,NSW,AU,2016,-33.89,151.206,2018-12,709638839,CHALMERS2507,@coldmail.com,CHALMERS2507@coldmail.com,CHALMERS2507,TRUE,MON to FRI 8-17,49,85,26,41,107,20,4.1
2507,2508,APARTMENT 13,VINE STREET,HEIDELBERG,VIC,AU,3084,-37.758,145.073,2021-05,331233976,VINE2508,@yahaa.com,VINE2508@yahaa.com,VINE2508,TRUE,24Hours 7Days,41,72,21,56,111,15,4.7
2508,2509,SHOP 1,BUNGAN STREET,MONA VALE,NSW,AU,2103,-33.677,151.302,2011-04,903748281,BUNGAN2509,@coldmail.com,BUNGAN2509@coldmail.com,BUNGAN2509,TRUE,24Hours 7Days,57,54,23,43,103,5,4
2509,2510,SHOP 1,STUART HIGHWAY,COOLALINGA,NT,AU,839,-12.522,131.041,2014-08,685439675,STUART2510,@hrs.com,STUART2510@hrs.com,STUART2510,TRUE,MON to FRI 11-14 16-19,44,86,26,55,113,5,4.3
2510,2511,UNIT 1,DUBBO STREET,WARREN,NSW,AU,2824,-31.697,147.833,2015-12,498178748,DUBBO2511,@yahaa.com,DUBBO2511@yahaa.com,DUBBO2511,TRUE,MON to FRI 11-14 16-19,58,92,24,47,106,10,4.7
2511,2512,UNIT 41,SPIT ROAD,MOSMAN,NSW,AU,2088,-33.818,151.244,2021-07,371669693,SPIT2512,@coldmail.com,SPIT2512@coldmail.com,SPIT2512,TRUE,24Hours 7Days,45,75,23,58,116,10,4.1
2512,2513,UNIT 1,YELLOW GUM PLACE,TORQUAY,VIC,AU,3228,-38.318,144.314,2012-11,657955524,YELLOW GUM2513,@pny.com,YELLOW GUM2513@pny.com,YELLOW GUM2513,TRUE,24H EXCEPT WED,40,56,30,44,111,25,4.1
2513,2514,SUITE 3A,HERB ELLIOTT AVENUE,SYDNEY OLYMPIC PARK,NSW,AU,2127,-33.849,151.069,2014-07,726817476,HERB ELLIOTT2514,@xmail.com,HERB ELLIOTT2514@xmail.com,HERB ELLIOTT2514,TRUE,24Hours 7Days,47,86,22,44,113,20,3.8
2514,2515,UNIT 7,OCEAN STREET,PENSHURST,NSW,AU,2222,-33.965,151.082,2017-05,189979338,OCEAN2515,@why.com,OCEAN2515@why.com,OCEAN2515,TRUE,24/7 NOT Available During PUBLIC VACATION,44,50,29,41,84,30,4.4
2515,2516,UNIT 40,MARILYN AVENUE,CHRISTIE DOWNS,SA,AU,5164,-35.135,138.502,2016-04,428038859,MARILYN2516,@zoohoo.com,MARILYN2516@zoohoo.com,MARILYN2516,TRUE,MON to FRI 8-17,51,77,29,47,82,10,4
2516,2517,UNIT 10,PARIS ROAD,AUSTRALIND,WA,AU,6233,-33.277,115.727,2016-03,214481613,PARIS2517,@zane.com,PARIS2517@zane.com,PARIS2517,TRUE,24Hours 7Days,43,58,21,40,91,25,4.5
2517,2518,UNIT 6,SEAVIEW STREET,CRONULLA,NSW,AU,2230,-34.048,151.152,2013-04,840874703,SEAVIEW2518,@ln.com,SEAVIEW2518@ln.com,SEAVIEW2518,TRUE,24H EXCEPT WED,40,62,23,42,107,20,4.7
2518,2519,UNIT 3,ADELAIDE STREET,ROOTY HILL,NSW,AU,2766,-33.768,150.839,2010-01,673159890,ADELAIDE2519,@zoohoo.com,ADELAIDE2519@zoohoo.com,ADELAIDE2519,TRUE,MON to THU 8-17 FRI to SUN,45,93,22,53,84,30,3.9
2519,2520,UNIT 4,NORTH STREET,HARLAXTON,QLD,AU,4350,-27.542,151.956,2020-12,188865241,NORTH2520,@pny.com,NORTH2520@pny.com,NORTH2520,TRUE,MON to FRI 11-14 16-19,59,83,28,41,107,20,4.5
2520,2521,SHOP 1,GRICE AVENUE,PARADISE POINT,QLD,AU,4216,-27.885,153.394,2020-05,251673311,GRICE2521,@zoohoo.com,GRICE2521@zoohoo.com,GRICE2521,TRUE,MON to FRI 11-14 16-19,51,93,21,53,94,20,4.4
2521,2522,UNIT 3,ALEXANDRA ESPLANADE,BELLERIVE,TAS,AU,7018,-42.878,147.382,2012-12,417233639,ALEXANDRA ESPLANADE2522,@zane.com,ALEXANDRA ESPLANADE2522@zane.com,ALEXANDRA ESPLANADE2522,TRUE,24/7 NOT Available During PUBLIC VACATION,56,78,20,48,92,20,4.7
2522,2523,UNIT 4,MONTAGUE ROAD,POORAKA,SA,AU,5095,-34.825,138.628,2022-03,241670888,MONTAGUE2523,@zane.com,MONTAGUE2523@zane.com,MONTAGUE2523,TRUE,24Hours 7Days,54,90,22,44,111,15,4.2
2523,2524,UNIT 3,YEEDA CLOSE,DERBY,WA,AU,6728,-17.32,123.636,2019-10,922335975,YEEDA2524,@loveu.com,YEEDA2524@loveu.com,YEEDA2524,TRUE,24H EXCEPT WED,48,60,23,48,111,15,4.5
2524,2525,UNIT 2,ROWE STREET,EASTWOOD,NSW,AU,2122,-33.792,151.079,2023-12,424303338,ROWE2525,@whw.com,ROWE2525@whw.com,ROWE2525,TRUE,MON to FRI 11-14 16-19,51,68,22,55,117,15,4.5
2525,2526,UNIT 3,ALLMAN AVENUE,SUMMER HILL,NSW,AU,2130,-33.891,151.133,2021-11,994835179,ALLMAN2526,@why.com,ALLMAN2526@why.com,ALLMAN2526,TRUE,MON to THU 8-17 FRI to SUN,59,53,26,42,80,15,4.6
2526,2527,UNIT 21,BLUES POINT ROAD,MCMAHONS POINT,NSW,AU,2060,-33.848,151.203,2013-03,913103597,BLUES POINT2527,@cs.com,BLUES POINT2527@cs.com,BLUES POINT2527,TRUE,MON to FRI 11-14 16-19,56,50,21,57,93,15,4.4
2527,2528,UNIT 1,JERMYN STREET,ULVERSTONE,TAS,AU,7315,-41.162,146.166,2018-06,679516912,JERMYN2528,@nath.com,JERMYN2528@nath.com,JERMYN2528,TRUE,24Hours 7Days,58,96,20,47,81,15,4.5
2528,2529,UNIT 4,LENNOX STREET,THE RANGE,QLD,AU,4700,-23.379,150.499,2014-12,886987509,LENNOX2529,@coldmail.com,LENNOX2529@coldmail.com,LENNOX2529,TRUE,24Hours 7Days,56,93,25,54,88,10,4.7
